ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.013013013013013013,0.17159763313609466,0.3269230769230769,0.938018974717804,0.025805466483432585,0.5257212051422893,1.488193516080686,-1.1785629126150317,0.769976706604151
